repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note
ready,540021,P540021,Q2164523,CDLI Seals 019202 (physical),Cuneiform Artifact CDLI Seals 019202 (physical),,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540099,P540099,Q2162877,CDLI Seals 019280 (physical),Cuneiform Artifact CDLI Seals 019280 (physical),,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540133,P540133,Q2162609,CDLI Seals 019316 (physical),Cuneiform Artifact CDLI Seals 019316 (physical),,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540148,P540148,Q2047359,CDLI Seals 019331 (physical),Cuneiform Artifact CDLI Seals 019331 (physical),,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540164,P540164,Q2164914,CDLI Seals 019347 (physical),Cuneiform Artifact CDLI Seals 019347 (physical),,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540236,P540236,Q2165953,CDLI Seals 019419 (physical),Cuneiform Artifact CDLI Seals 019419 (physical),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540261,P540261,Q1368244,CDLI Seals 019442 (physical),Cuneiform Artifact CDLI Seals 019442 (physical),,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540324,P540324,Q2167864,CDLI Seals 019505 (physical),Cuneiform Artifact CDLI Seals 019505 (physical),,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540332,P540332,Q2154852,CDLI Seals 019513 (physical),Cuneiform Artifact CDLI Seals 019513 (physical),,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540534,P540534,Q2164746,CDLI Seals 019715 (physical),Cuneiform Artifact CDLI Seals 019715 (physical),,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540631,P540631,Q2168529,CDLI Seals 019812 (physical),Cuneiform Artifact CDLI Seals 019812 (physical),,P853,Q512149,Isin-Larsa Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540666,P540666,Q2166134,"Frahm, MDOG 134, 65 (Ass.2001.D-1373)","Cuneiform Tablet Frahm, MDOG 134, 65 (Ass.2001.D-1373)",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,540689,P540689,Q2165719,"Frahm, MDOG 134, 74 (Ass.2001.D-2035)","Cuneiform Tablet Frahm, MDOG 134, 74 (Ass.2001.D-2035)",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,541173,P541173,Q2151629,CDLI Seals 020276 (physical),Cuneiform Artifact CDLI Seals 020276 (physical),,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,541427,P541427,Q2166253,CDLI Seals 020589 (physical),Cuneiform Artifact CDLI Seals 020589 (physical),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,542163,P542163,Q2169029,CDLI Seals 021322 (physical),Cuneiform Artifact CDLI Seals 021322 (physical),,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,542319,P542319,Q2167847,CDLI Seals 021478 (physical),Cuneiform Artifact CDLI Seals 021478 (physical),,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,542437,P542437,Q2167394,CDLI Seals 021583 (physical),Cuneiform Artifact CDLI Seals 021583 (physical),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,542860,P542860,Q2169288,CDLI Seals 022006 (physical),Cuneiform Artifact CDLI Seals 022006 (physical),,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543031,P543031,Q2163464,"Iraq 70, 154 - 155, 02","Cuneiform Tablet Iraq 70, 154 - 155, 02",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543119,P543119,Q2170335,TA 1930 T0192n,Cuneiform Artifact TA 1930 T0192n,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543158,P543158,Q2168029,TA 1930 T0633a,Cuneiform Artifact TA 1930 T0633a,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543174,P543174,Q2163698,TA 1930 T0669c,Cuneiform Artifact TA 1930 T0669c,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543226,P543226,Q2167104,TA 1931 T0674,Cuneiform Artifact TA 1931 T0674,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543267,P543267,Q2169346,TA 1932 0727c,Cuneiform Artifact TA 1932 0727c,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543288,P543288,Q2169240,TA 1932 0829,Cuneiform Artifact TA 1932 0829,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543318,P543318,Q2165070,TA 1932 1246,Cuneiform Artifact TA 1932 1246,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543322,P543322,Q2169133,TA 1932 1313,Cuneiform Artifact TA 1932 1313,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543334,P543334,Q2047064,TA 1933 0008,Cuneiform Artifact TA 1933 0008,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543363,P543363,Q2166899,TA 1934 0010a,Cuneiform Artifact TA 1934 0010a,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543461,P543461,Q2163309,LB 2740 (unpublished),Cuneiform Tablet LB 2740 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543508,P543508,Q2168166,LB 1608 (unpublished),Cuneiform Tablet LB 1608 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543524,P543524,Q2163542,LB 2564 (unpublished),Cuneiform Tablet LB 2564 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543549,P543549,Q2170492,LB 1556 (unpublished),Cuneiform Tablet LB 1556 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543699,P543699,Q2166775,LB 1692 (unpublished),Cuneiform Tablet LB 1692 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543733,P543733,Q2167017,LB 1805 (unpublished),Cuneiform Tablet LB 1805 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543748,P543748,Q2165204,LB 1570 (unpublished),Cuneiform Tablet LB 1570 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543764,P543764,Q2020387,LB 1753 (unpublished),Cuneiform Tablet LB 1753 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543772,P543772,Q2169295,LB 2552 (unpublished),Cuneiform Tablet LB 2552 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543877,P543877,Q2163959,LB 1152h (unpublished),Cuneiform Artifact LB 1152h (unpublished),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543898,P543898,Q2162910,LB 1729 (unpublished),Cuneiform Tablet LB 1729 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543932,P543932,Q2163158,LB 1802 (unpublished),Cuneiform Tablet LB 1802 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,543949,P543949,Q2166106,LB 2002 (unpublished),Cuneiform Tablet LB 2002 (unpublished),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544019,P544019,Q2167126,LB 2583 (unpublished),Cuneiform Tablet LB 2583 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544035,P544035,Q2162236,LB 2598/2 (unpublished),Cuneiform Tablet LB 2598/2 (unpublished),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544058,P544058,Q2169476,LB 2623 (unpublished),Cuneiform Tablet LB 2623 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544062,P544062,Q2164175,LB 2630 (unpublished),Cuneiform Artifact LB 2630 (unpublished),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544170,P544170,Q2162576,LB 2700/3 (unpublished),Cuneiform Artifact LB 2700/3 (unpublished),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544222,P544222,Q2168333,LB 2765 (unpublished),Cuneiform Tablet LB 2765 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544234,P544234,Q2168125,LB 2774/1 (unpublished),Cuneiform Tablet LB 2774/1 (unpublished),,P853,Q512146,Lagash II Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544263,P544263,Q2170603,LB 5025 (unpublished),Cuneiform Tablet LB 5025 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544275,P544275,Q2166370,LB 5042 (unpublished),Cuneiform Tablet LB 5042 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544326,P544326,Q2170247,LB 5104 (unpublished),Cuneiform Tablet LB 5104 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544330,P544330,Q2165550,LB 5110 (unpublished),Cuneiform Tablet LB 5110 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544367,P544367,Q2167971,LB 5155 (unpublished),Cuneiform Tablet LB 5155 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544371,P544371,Q2152812,LB 5159 (unpublished),Cuneiform Tablet LB 5159 (unpublished),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544388,P544388,Q2168368,LB 5190 (unpublished),Cuneiform Tablet LB 5190 (unpublished),,P853,Q512154,Middle Babylonian Period,Middle Hittite Period,Q512153,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544432,P544432,Q2164348,TA 1935 T0047,Cuneiform Tablet TA 1935 T0047,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544449,P544449,Q2167289,TA 1935 T0089,Cuneiform Tablet TA 1935 T0089,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544465,P544465,Q2162111,TA 1930 T0227b,Cuneiform Artifact TA 1930 T0227b,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544625,P544625,Q2166233,TA 1931 T0220,Cuneiform Tablet TA 1931 T0220,,P853,Q512149,Isin-Larsa Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544776,P544776,Q2170377,CDLI Seals 022427 (physical),Cuneiform Artifact CDLI Seals 022427 (physical),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,544799,P544799,Q2170540,CDLI Seals 022446 (physical),Cuneiform Artifact CDLI Seals 022446 (physical),,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
